,Mnemonic,bitpat,FORMAT,FORMAT_OLD,SRC1,SRC2,SRC3,SRC4,SRC5,DEST1,DEST2,DEST3,DEST4,DEST5,Special Behavior,"Context 
Synchronizing?",BOOK,PAGE,Versions,Priveledge,Mode Dep,Name,Unsure,"Doable but
Laborious",MicroWatt Support,PythonWatt Support,MicroPython
898,xvsqrtsp,111100 ..... ///// ..... 01000 1011..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,752,v2.06,,,VSX Vector Square Root Single-Precision,,,,,
899,xvsubdp,111100 ..... ..... ..... 01101 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,753,v2.06,,,VSX Vector Subtract Double-Precision,,,,,
900,xvsubsp,111100 ..... ..... ..... 01001 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,755,v2.06,,,VSX Vector Subtract Single-Precision,,,,,
901,xvtdivdp,111100 ...// ..... ..... 01111 101../,XX3_1,XX3,,VSR,VSR,,,CR,,,,,,,I,757,v2.06,,,VSX Vector Test for software Divide Double-Precision,,X,,,
902,xvtdivsp,111100 ...// ..... ..... 01011 101../,XX3_1,XX3,,VSR,VSR,,,CR,,,,,,,I,758,v2.06,,,VSX Vector Test for software Divide Single-Precision,,X,,,
903,xvtsqrtdp,111100 ...// ///// ..... 01110 1010./,XX2_1,XX2,,,VSR,,,CR,,,,,,,I,759,v2.06,,,VSX Vector Test for software Square Root Double-Precision,,,,,
904,xvtsqrtsp,111100 ...// ///// ..... 01010 1010./,XX2_1,XX2,,,VSR,,,CR,,,,,,,I,759,v2.06,,,VSX Vector Test for software Square Root Single-Precision,,,,,
905,xvtstdcdp,111100 ..... ..... ..... 1111. 101...,XX2_7,XX2,,,VSR,,MSR,VSR,,,,,,,I,760,v3.0,,,VSX Vector Test Data Class Double-Precision,,,,,
906,xvtstdcsp,111100 ..... ..... ..... 1101. 101...,XX2_7,XX2,,,VSR,,MSR,VSR,,,,,,,I,761,v3.0,,,VSX Vector Test Data Class Single-Precision,,,,,
907,xvxexpdp,111100 ..... 00000 ..... 11101 1011..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,762,v3.0,,,VSX Vector Extract Exponent Double-Precision,,,,,
908,xvxexpsp,111100 ..... 01000 ..... 11101 1011..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,762,v3.0,,,VSX Vector Extract Exponent Single-Precision,,,,,
909,xvxsigdp,111100 ..... 00001 ..... 11101 1011..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,763,v3.0,,,VSX Vector Extract Significand Double-Precision,,,,,
910,xvxsigsp,111100 ..... 01001 ..... 11101 1011..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,763,v3.0,,,VSX Vector Extract Significand Single-Precision,,,,,
911,xxbrd,111100 ..... 10111 ..... 11101 1011..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,764,v3.0,,,VSX Vector Byte-Reverse Doubleword,,,,,
912,xxbrh,111100 ..... 00111 ..... 11101 1011..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,764,v3.0,,,VSX Vector Byte-Reverse Halfword,,,,,
913,xxbrq,111100 ..... 11111 ..... 11101 1011..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,765,v3.0,,,VSX Vector Byte-Reverse Quadword,,,,,
914,xxbrw,111100 ..... 01111 ..... 11101 1011..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,765,v3.0,,,VSX Vector Byte-Reverse Word,,,,,
915,xxextractuw,111100 ..... /.... ..... 01010 0101..,XX2_6,XX2,,,VSR,,MSR,VSR,,,,,,,I,766,v3.0,,,VSX Vector Extract Unsigned Word,,,,,
916,xxinsertw,111100 ..... /.... ..... 01011 0101..,XX2_6,XX2,,,VSR,,MSR,VSR,,,,,,,I,766,v3.0,,,VSX Vector Insert Word,,,,,
917,xxland,111100 ..... ..... ..... 10000 010...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,767,v2.06,,,VSX Vector Logical AND,,,,,
918,xxlandc,111100 ..... ..... ..... 10001 010...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,767,v2.06,,,VSX Vector Logical AND with Complement,,,,,
919,xxleqv,111100 ..... ..... ..... 10111 010...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,768,v2.07,,,VSX Vector Logical Equivalence,,,,,
920,xxlnand,111100 ..... ..... ..... 10110 010...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,768,v2.07,,,VSX Vector Logical NAND,,,,,
921,xxlnor,111100 ..... ..... ..... 10100 010...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,769,v2.06,,,VSX Vector Logical NOR,,,,,
922,xxlor,111100 ..... ..... ..... 10010 010...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,770,v2.06,,,VSX Vector Logical OR,,,,,
923,xxlorc,111100 ..... ..... ..... 10101 010...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,769,v2.07,,,VSX Vector Logical OR with Complement,,,,,
924,xxlxor,111100 ..... ..... ..... 10011 010...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,770,v2.06,,,VSX Vector Logical XOR,,,,,
925,xxmrghw,111100 ..... ..... ..... 00010 010...,XX3_5,XX3,,VSR,VSR,,MSR,VSR,,,,,,,I,771,v2.06,,,VSX Vector Merge Word High,,,,,
926,xxmrglw,111100 ..... ..... ..... 00110 010...,XX3_5,XX3,,VSR,VSR,,MSR,VSR,,,,,,,I,771,v2.06,,,VSX Vector Merge Word Low,,,,,
927,xxpermdi,111100 ..... ..... ..... 0..01 010...,XX3_2,XX3,,VSR,VSR,,MSR,VSR,,,,,,,I,773,v2.06,,,VSX Vector Doubleword Permute Immediate,,,,,
928,xxsldwi,111100 ..... ..... ..... 0..00 010...,XX3_3,XX3,,VSR,VSR,,MSR,VSR,,,,,,,I,774,v2.06,,,VSX Vector Shift Left Double by Word Immediate,,,,,
929,xxspltib,111100 ..... 00... ..... 01011 01000.,X82,XX1,,,,,MSR,VSR,,,,,,,I,774,v3.0,,,VSX Vector Splat Immediate Byte,,,,,
930,xxspltw,111100 ..... ///.. ..... 01010 0100..,XX2_5,XX2,,,VSR,,MSR,VSR,,,,,,,I,774,v2.06,,,VSX Vector Splat Word,,,,,
